"usd_cleaning_fee","f_property_type","f_room_type","f_room_type2","f_cancellation_policy","f_bed_type","f_neighbourhood_cleansed","usd_price_day","p_host_response_rate","n_accommodates","n_bathrooms","n_review_scores_rating","n_number_of_reviews","n_guests_included","n_reviews_per_month","n_extra_people","n_minimum_nights","n_beds","n_days_since","d_24hourcheckin","d_airconditioning","d_breakfast","d_buzzerwirelessintercom","d_cabletv","d_carbonmonoxidedetector","d_cats","d_dogs","d_doorman","d_doormanentry","d_dryer","d_elevatorinbuilding","d_essentials","d_familykidfriendly","d_fireextinguisher","d_firstaidkit","d_freeparkingonpremises","d_freeparkingonstreet","d_gym","d_hairdryer","d_hangers","d_heating","d_hottub","d_indoorfireplace","d_internet","d_iron","d_keypad","d_kitchen","d_laptopfriendlyworkspace","d_lockonbedroomdoor","d_lockbox","d_otherpets","d_paidparkingoffpremises","d_petsallowed","d_petsliveonthisproperty","d_pool","d_privateentrance","d_privatelivingroom","d_safetycard","d_selfcheckin","d_shampoo","d_smartlock","d_smokedetector","d_smokingallowed","d_suitableforevents","d_tv","d_washer","d_washerdryer","d_wheelchairaccessible","d_wirelessinternet","price","neighbourhood_cleansed","cancellation_policy","room_type","property_type","ln_price","n_accommodates2","ln_accommodates","ln_accommodates2","ln_beds","f_bathroom","ln_number_of_reviews","f_number_of_reviews","ln_days_since","ln_days_since2","ln_days_since3","n_days_since2","n_days_since3","ln_review_scores_rating","f_minimum_nights"
123,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",108,96,6,1,96,32,1,1.38,5,1,4,694,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,108,"Hackney","strict","Entire home/apt","Apartment",4.68213122712422,36,1.79175946922805,3.2104019955684,1.38629436111989,1,3.49650756146648,1,6.5424719605068,42.8039393540177,280.043573022895,481636,334255384,4.56434819146784,1
20,"Apartment","Private room","Private","strict","Real Bed","Hackney",27,100,3,1,83,7,1,0.33,20,1,2,639,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,27,"Hackney","strict","Private room","Apartment",3.29583686600433,9,1.09861228866811,1.20694896081258,0.693147180559945,1,2.07944154167984,1,6.45990445437753,41.7303655596867,269.574174361823,408321,260917119,4.4188406077966,1
39,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",119,56,5,2,88,49,3,1.35,10,2,2,1087,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,119,"Hackney","strict","Entire home/apt","Apartment",4.77912349311153,25,1.6094379124341,2.59029039398023,0.693147180559945,2,3.91202300542815,1,6.99117688712121,48.8765542670178,341.7046365137,1181569,1284365503,4.47733681447821,2
NA,"Apartment","Private room","Private","strict","Real Bed","Hackney",40,100,2,1,94,13,1,0.97,30,2,1,402,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,40,"Hackney","strict","Private room","Apartment",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,2.63905732961526,1,5.99645208861902,35.9574376511034,215.617052104347,161604,64964808,4.54329478227,2
20,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",79,99,2,1,100,3,1,3,0,1,1,13,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,79,"Hackney","strict","Entire home/apt","Apartment",4.36944785246702,4,0.693147180559945,0.480453013918201,0,1,1.38629436111989,1,2.56494935746154,6.57896520634235,16.8747125787696,169,2197,4.60517018598809,1
20,"Apartment","Private room","Private","flexible","Real Bed","Hackney",30,100,2,1,100,3,1,3,10,1,1,23,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,30,"Hackney","flexible","Private room","Apartment",3.40119738166216,4,0.693147180559945,0.480453013918201,0,1,1.38629436111989,1,3.13549421592915,9.83132397812515,30.826059468337,529,12167,4.60517018598809,1
NA,"House","Private room","Private","strict","Real Bed","Hackney",35,NA,2,2,100,1,1,0.06,0,3,1,508,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,35,"Hackney","strict","Private room","House",3.55534806148941,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,1,6.23048144757848,38.8188990686197,241.860430462456,258064,131096512,4.60517018598809,3
NA,"House","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",100,NA,6,1.5,93,3,1,0.27,0,2,5,330,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,"Hackney","flexible","Entire home/apt","House",4.60517018598809,36,1.79175946922805,3.2104019955684,1.6094379124341,1,1.38629436111989,1,5.79909265446053,33.629475615018,195.02044501241,108900,35937000,4.53259949315326,2
10,"Apartment","Private room","Private","strict","Real Bed","Hackney",28,100,2,1,84,15,1,0.9,10,1,1,500,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,28,"Hackney","strict","Private room","Apartment",3.3322045101752,4,0.693147180559945,0.480453013918201,0,1,2.77258872223978,1,6.21460809842219,38.6213538169747,240.016578203,250000,1.25e+08,4.43081679884331,1
20,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",128,NA,2,1,97,13,1,0.6,0,2,1,650,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,128,"Hackney","moderate","Entire home/apt","Apartment",4.85203026391962,4,0.693147180559945,0.480453013918201,0,1,2.63905732961526,1,6.47697236288968,41.9511709896368,271.716575090737,422500,274625000,4.57471097850338,2
25,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",65,100,4,1,90,2,1,0.26,5,2,2,234,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,65,"Hackney","flexible","Entire home/apt","Apartment",4.17438726989564,16,1.38629436111989,1.92181205567281,0.693147180559945,1,1.09861228866811,1,5.4553211153577,29.7605284716676,162.353239375692,54756,12812904,4.49980967033027,2
20,"Apartment","Private room","Private","strict","Real Bed","Hackney",50,100,2,1,86,7,1,0.83,10,2,1,253,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,50,"Hackney","strict","Private room","Apartment",3.91202300542815,4,0.693147180559945,0.480453013918201,0,1,2.07944154167984,1,5.53338948872752,30.6183992339602,169.423528482858,64009,16194277,4.45434729625351,2
25,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",78,NA,2,1,100,5,1,0.34,0,4,1,434,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,78,"Hackney","strict","Entire home/apt","Apartment",4.35670882668959,4,0.693147180559945,0.480453013918201,0,1,1.79175946922805,1,6.07304453410041,36.8818699131668,223.98523848356,188356,81746504,4.60517018598809,3
30,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",85,100,3,1,100,2,2,0.23,15,1,2,257,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,85,"Hackney","strict","Entire home/apt","Apartment",4.44265125649032,9,1.09861228866811,1.20694896081258,0.693147180559945,1,1.09861228866811,1,5.54907608489522,30.7922453959561,170.868512526925,66049,16974593,4.60517018598809,1
30,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",135,NA,4,1,100,1,3,0.11,0,2,2,276,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,135,"Hackney","moderate","Entire home/apt","Apartment",4.90527477843843,16,1.38629436111989,1.92181205567281,0.693147180559945,1,0.693147180559945,1,5.62040086571715,31.5889058913541,177.542314018824,76176,21024576,4.60517018598809,2
20,"Apartment","Private room","Private","strict","Real Bed","Hackney",35,NA,1,1,87,4,1,0.6,20,1,1,198,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,"Hackney","strict","Private room","Apartment",3.55534806148941,1,0,0,0,1,1.6094379124341,1,5.28826703069454,27.9657681879308,147.89044989628,39204,7762392,4.46590811865458,1
10,"House","Private room","Private","flexible","Couch","Hackney",50,100,2,1,100,5,1,0.48,0,2,1,314,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,50,"Hackney","flexible","Private room","House",3.91202300542815,4,0.693147180559945,0.480453013918201,0,1,1.79175946922805,1,5.74939298590825,33.055519706411,190.049173145592,98596,30959144,4.60517018598809,2
40,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",99,100,4,1,100,1,1,1,0,4,2,27,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,99,"Hackney","strict","Entire home/apt","Apartment",4.59511985013459,16,1.38629436111989,1.92181205567281,0.693147180559945,1,0.693147180559945,1,3.29583686600433,10.8625406473132,35.8011619238855,729,19683,4.60517018598809,3
25,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",95,NA,2,1,93,7,2,0.46,20,2,1,459,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,95,"Hackney","moderate","Entire home/apt","Apartment",4.55387689160054,4,0.693147180559945,0.480453013918201,0,1,2.07944154167984,1,6.12905021006055,37.5652564774432,230.239343104052,210681,96702579,4.53259949315326,2
10,"Apartment","Private room","Private","strict","Real Bed","Hackney",40,100,2,1,97,24,1,2.3,10,1,1,312,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,40,"Hackney","strict","Private room","Apartment",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,3.2188758248682,1,5.74300318780948,32.9820856151899,189.416222828641,97344,30371328,4.57471097850338,1
20,"Apartment","Private room","Private","strict","Real Bed","Hackney",60,100,2,1,97,23,1,0.57,10,2,1,1209,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,60,"Hackney","strict","Private room","Apartment",4.0943445622221,4,0.693147180559945,0.480453013918201,0,1,3.17805383034795,1,7.09754885061479,50.3751996868634,357.540440636988,1461681,1767172329,4.57471097850338,2
15,"Apartment","Private room","Private","flexible","Real Bed","Hackney",58,NA,2,1,100,2,1,0.2,10,3,1,299,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,58,"Hackney","flexible","Private room","Apartment",4.06044301054642,4,0.693147180559945,0.480453013918201,0,1,1.09861228866811,1,5.70044357339069,32.4950569334112,185.236238463028,89401,26730899,4.60517018598809,3
30,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",150,90,6,1,97,24,1,0.54,0,2,3,1328,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,150,"Hackney","strict","Entire home/apt","Apartment",5.01063529409626,36,1.79175946922805,3.2104019955684,1.09861228866811,1,3.2188758248682,1,7.19142933003638,51.7166558089075,371.916675435574,1763584,2342039552,4.57471097850338,2
30,"House","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",150,NA,4,1,100,4,2,0.2,10,3,2,592,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,150,"Hackney","moderate","Entire home/apt","House",5.01063529409626,16,1.38629436111989,1.92181205567281,0.693147180559945,1,1.6094379124341,1,6.38350663488401,40.7491569576081,260.122513804821,350464,207474688,4.60517018598809,3
8,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",99,NA,3,1,84,6,1,0.76,0,3,2,236,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,99,"Hackney","moderate","Entire home/apt","Apartment",4.59511985013459,9,1.09861228866811,1.20694896081258,0.693147180559945,1,1.94591014905531,1,5.46383180502561,29.8534579936094,163.114273275479,55696,13144256,4.43081679884331,3
30,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",60,100,2,1,96,11,1,0.77,0,5,1,430,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,60,"Hackney","strict","Entire home/apt","Apartment",4.0943445622221,4,0.693147180559945,0.480453013918201,0,1,2.484906649788,1,6.06378520868761,36.7694910570986,222.962296003006,184900,79507000,4.56434819146784,3
5,"Apartment","Private room","Private","moderate","Real Bed","Hackney",30,NA,2,2,100,2,1,0.38,10,1,1,155,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,30,"Hackney","moderate","Private room","Apartment",3.40119738166216,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,1,5.04342511691925,25.4361369099719,128.285251769149,24025,3723875,4.60517018598809,1
NA,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",95,100,2,1,97,40,1,1.51,0,2,1,795,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,95,"Hackney","flexible","Entire home/apt","Apartment",4.55387689160054,4,0.693147180559945,0.480453013918201,0,1,3.71357206670431,1,6.67834211465433,44.6002534003657,297.855750607917,632025,502459875,4.57471097850338,2
15,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",120,100,2,1,100,7,1,0.91,0,1,1,230,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,120,"Hackney","flexible","Entire home/apt","Apartment",4.78749174278205,4,0.693147180559945,0.480453013918201,0,1,2.07944154167984,1,5.4380793089232,29.5727065701386,160.818723707928,52900,12167000,4.60517018598809,1
20,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",65,100,2,1,92,12,1,1.14,0,2,1,314,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,65,"Hackney","flexible","Entire home/apt","Apartment",4.17438726989564,4,0.693147180559945,0.480453013918201,0,1,2.56494935746154,1,5.74939298590825,33.055519706411,190.049173145592,98596,30959144,4.52178857704904,2
15,"Apartment","Private room","Private","flexible","Real Bed","Hackney",65,100,1,1,100,1,1,0.17,0,2,1,172,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,65,"Hackney","flexible","Private room","Apartment",4.17438726989564,1,0,0,0,1,0.693147180559945,1,5.14749447681345,26.496699388825,136.391613757763,29584,5088448,4.60517018598809,2
30,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",159,NA,6,3,93,6,4,0.31,40,7,5,573,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,159,"Hackney","strict","Entire home/apt","Apartment",5.06890420222023,36,1.79175946922805,3.2104019955684,1.6094379124341,2,1.94591014905531,1,6.35088571671474,40.3337493867713,256.155032881998,328329,188132517,4.53259949315326,3
20,"House","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",65,88,3,1,92,7,2,0.68,20,1,2,308,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,65,"Hackney","moderate","Entire home/apt","House",4.17438726989564,9,1.09861228866811,1.20694896081258,0.693147180559945,1,2.07944154167984,1,5.73009978297357,32.8340435228338,188.142345664335,94864,29218112,4.52178857704904,1
40,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",139,100,4,1,80,1,4,0.23,20,3,2,127,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,139,"Hackney","strict","Entire home/apt","Apartment",4.93447393313069,16,1.38629436111989,1.92181205567281,0.693147180559945,1,0.693147180559945,1,4.84418708645859,23.4661485286122,113.674413671222,16129,2048383,4.38202663467388,3
10,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",89,100,2,1,87,15,1,0.83,0,2,2,542,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,89,"Hackney","strict","Entire home/apt","Apartment",4.48863636973214,4,0.693147180559945,0.480453013918201,0.693147180559945,1,2.77258872223978,1,6.29526600143965,39.6303740288819,249.483746248357,293764,159220088,4.46590811865458,2
35,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",90,67,4,1,100,1,1,0.07,20,5,2,440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,90,"Hackney","moderate","Entire home/apt","Apartment",4.49980967033027,16,1.38629436111989,1.92181205567281,0.693147180559945,1,0.693147180559945,1,6.08677472691231,37.0488265761784,225.50786126564,193600,85184000,4.60517018598809,3
50,"House","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",199,50,6,1.5,86,1,1,0.03,0,2,4,1156,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,199,"Hackney","flexible","Entire home/apt","House",5.29330482472449,36,1.79175946922805,3.2104019955684,1.38629436111989,1,0.693147180559945,1,7.05272104923232,49.7408741982847,350.808510465459,1336336,1544804416,4.45434729625351,2
40,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",199,100,7,1,75,4,6,0.37,30,3,3,325,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,199,"Hackney","strict","Entire home/apt","Apartment",5.29330482472449,49,1.94591014905531,3.78656630819647,1.09861228866811,1,1.6094379124341,1,5.78382518232974,33.4526337397516,193.484185439229,105625,34328125,4.31748811353631,3
NA,"House","Private room","Private","moderate","Real Bed","Hackney",55,NA,2,2,90,2,1,0.09,0,2,1,657,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,55,"Hackney","moderate","Private room","House",4.00733318523247,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,1,6.48768401848461,42.0900439237006,273.066905301108,431649,283593393,4.49980967033027,2
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",30,NA,2,1,100,6,1,0.37,0,30,1,488,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,30,"Hackney","flexible","Private room","Apartment",3.40119738166216,4,0.693147180559945,0.480453013918201,0,1,1.94591014905531,1,6.19031540585315,38.3200048239428,237.21291621402,238144,116214272,4.60517018598809,3
15,"House","Private room","Private","strict","Real Bed","Hackney",45,100,3,1.5,95,18,1,0.41,15,1,1,1321,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,45,"Hackney","strict","Private room","House",3.80666248977032,9,1.09861228866811,1.20694896081258,0,1,2.94443897916644,1,7.18614430452233,51.6406699654187,371.09730635371,1745041,2305199161,4.55387689160054,1
30,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",88,100,4,1.5,100,4,1,0.15,0,4,2,810,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,88,"Hackney","strict","Entire home/apt","Apartment",4.47733681447821,16,1.38629436111989,1.92181205567281,0.693147180559945,1,1.6094379124341,1,6.69703424766648,44.8502677144178,300.363778900466,656100,531441000,4.60517018598809,3
20,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",72,NA,2,1,100,1,1,0.07,0,2,1,424,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,72,"Hackney","strict","Entire home/apt","Apartment",4.27666611901606,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,6.04973345523196,36.5992748793528,221.415857674851,179776,76225024,4.60517018598809,2
35,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",60,100,3,1.5,96,20,2,1.14,12,6,1,524,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,60,"Hackney","strict","Entire home/apt","Apartment",4.0943445622221,9,1.09861228866811,1.20694896081258,0,1,3.04452243772342,1,6.26149168432104,39.2062781128216,245.48978437661,274576,143877824,4.56434819146784,3
80,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",450,NA,7,3,100,6,1,0.34,0,2,3,528,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,450,"Hackney","strict","Entire home/apt","Apartment",6.10924758276437,49,1.94591014905531,3.78656630819647,1.09861228866811,2,1.94591014905531,1,6.26909628370626,39.3015682143797,246.385315236596,278784,147197952,4.60517018598809,2
20,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",65,100,5,1,100,3,1,3,0,2,4,28,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,65,"Hackney","strict","Entire home/apt","Apartment",4.17438726989564,25,1.6094379124341,2.59029039398023,1.38629436111989,1,1.38629436111989,1,3.3322045101752,11.103586897632,36.9994223394116,784,21952,4.60517018598809,2
101,"House","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",290,100,7,2.5,100,4,6,0.7,0,3,4,170,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,290,"Hackney","moderate","Entire home/apt","House",5.66988092298052,49,1.94591014905531,3.78656630819647,1.38629436111989,2,1.6094379124341,1,5.13579843705026,26.3764255860079,135.464005299592,28900,4913000,4.60517018598809,3
15,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",49,80,2,1,91,9,1,1,0,2,1,270,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,49,"Hackney","flexible","Entire home/apt","Apartment",3.89182029811063,4,0.693147180559945,0.480453013918201,0,1,2.30258509299405,1,5.59842195899838,31.3423284309952,175.467579734223,72900,19683000,4.51085950651685,2
45,"House","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",90,100,3,1,98,9,2,1.84,20,3,1,146,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,90,"Hackney","moderate","Entire home/apt","House",4.49980967033027,9,1.09861228866811,1.20694896081258,0,1,2.30258509299405,1,4.98360662170834,24.8363349599352,123.774523365299,21316,3112136,4.58496747867057,3
